,Price,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Location,Number of views last 7 days,Boat Type - 1st,Boat Type - 2nd,Boat Type - 3rd,Condition,Engine,Price Group,Age Group,PV Group,Age
1564,82000,Motor Yacht,Chaparral power boats,"Used boat,Diesel",2007,11.2,3.61,GRP,Spain,106,Motor Yacht,,,Used boat,Diesel,50K-150K,6-15 years,Medium,15
1565,82000,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",2010,10.15,3.5201240846216435,unspecified,Italy,66,Motor Yacht,,,Used boat,Unleaded,50K-150K,6-15 years,Low,12
1566,82000,Pilothouse,Targa power boats,Used boat,2000,8.56,3.04,unspecified,Finland,80,Pilothouse,,,Used boat,,50K-150K,16-30 years,Medium,22
1567,84950,Cabin Boat,Bayliner power boats,"new boat from stock,Unleaded",2020,6.84,2.45,GRP,Germany,304,Cabin Boat,,,new boat from stock,Unleaded,50K-150K,0-5 years,Good,2
1568,84900,Flybridge,unspecified,"Used boat,Diesel",1980,11.58,3.73,PVC,Spain,94,Flybridge,,,Used boat,Diesel,50K-150K,31-50 years,Medium,42
1569,84900,Motor Yacht,Boston Whaler power boats,"Used boat,Unleaded",2009,9.0,3.0,GRP,Croatia,140,Motor Yacht,,,Used boat,Unleaded,50K-150K,6-15 years,More than avergae,13
1570,84900,Trawler,Zijlmans power boats,Used boat,1995,13.0,4.0,Steel,Netherlands,183,Trawler,,,Used boat,,50K-150K,16-30 years,Good,27
1571,84900,Center console boat,B̩n̩teau power boats,"new boat from stock,Unleaded",2020,8.1,2.53,PVC,France,30,Center console boat,,,new boat from stock,Unleaded,50K-150K,0-5 years,Low,2
1572,84900,Sport Boat,Jeanneau power boats,"Used boat,Unleaded",2016,7.95,2.92,GRP,Germany,170,Sport Boat,,,Used boat,Unleaded,50K-150K,0-5 years,More than avergae,6
1573,84900,Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",2020,7.93,2.8,GRP,Germany,95,Pilothouse,,,new boat from stock,Unleaded,50K-150K,0-5 years,Medium,2
1574,84600,Motor Yacht,Windy power boats,"Used boat,Diesel",1995,10.84,3.5,unspecified,United Kingdom,78,Motor Yacht,,,Used boat,Diesel,50K-150K,16-30 years,Medium,27
1575,84500,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1994,13.72,1.01,GRP,Spain,152,Motor Yacht,,,Used boat,Diesel,50K-150K,16-30 years,More than avergae,28
1576,84500,Trawler,unspecified,Used boat,1996,10.8,3.72,Steel,Netherlands,41,Trawler,,,Used boat,,50K-150K,16-30 years,Low,26
1577,84500,Pilothouse,unspecified,Used boat,2005,9.7,3.45,Steel,Netherlands,82,Pilothouse,,,Used boat,,50K-150K,16-30 years,Medium,17
1578,84500,Trawler,Pedro power boats,Used boat,1998,11.2,3.4,Steel,Netherlands,103,Trawler,,,Used boat,,50K-150K,16-30 years,Medium,24
1579,84500,Launch,Makma power boats,"Used boat,Diesel",2003,9.3,3.3,GRP,Netherlands,110,Launch,,,Used boat,Diesel,50K-150K,16-30 years,Medium,19
1580,94069,Sport Boat,Viper power boats,"new boat from stock,Unleaded",2020,8.1,2.55,GRP,Switzerland,336,Sport Boat,,,new boat from stock,Unleaded,50K-150K,0-5 years,Good,2
1581,84006,Pilothouse,Viknes power boats,Used boat,2005,8.52,2.97,GRP,Denmark,138,Pilothouse,,,Used boat,,50K-150K,16-30 years,More than avergae,17
1582,84006,Flybridge,Viksund power boats,"Used boat,Diesel",2000,9.45,3.2,GRP,Denmark,290,Flybridge,,,Used boat,Diesel,50K-150K,16-30 years,Good,22
1583,85000,Sport Boat,Dellapasqua power boats,new boat from stock,2019,7.75,2.45,GRP,Italy,81,Sport Boat,,,new boat from stock,,50K-150K,0-5 years,Medium,3
1584,85000,Center console boat,Gagliotta power boats,"Used boat,Diesel",2005,10.3,3.5,GRP,Italy,31,Center console boat,,,Used boat,Diesel,50K-150K,16-30 years,Low,17
1585,85000,Center console boat,Itama power boats,"Used boat,Diesel",1981,11.68,3.76,unspecified,Italy,109,Center console boat,,,Used boat,Diesel,50K-150K,31-50 years,Medium,41
1586,85000,Flybridge,Dellapasqua power boats,Used boat,2004,11.3,3.5,GRP,Italy,62,Flybridge,,,Used boat,,50K-150K,16-30 years,Low,18
1587,85000,Motor Yacht,Fairline power boats,"Used boat,Diesel",1994,11.46,3.57,unspecified,Italy,191,Motor Yacht,,,Used boat,Diesel,50K-150K,16-30 years,Good,28
1588,85000,Motor Yacht,Doqueve power boats,Used boat,1997,12.5,4.2,GRP,Spain,39,Motor Yacht,,,Used boat,,50K-150K,16-30 years,Low,25
1589,85000,Motor Yacht,Pershing power boats,"Used boat,Diesel",1990,14.0,4.04,GRP,Spain,89,Motor Yacht,,,Used boat,Diesel,50K-150K,31-50 years,Medium,32
1590,85000,Motor Yacht,Cranchi power boats,Used boat,1999,10.35,3.49,GRP,Spain,55,Motor Yacht,,,Used boat,,50K-150K,16-30 years,Low,23
1591,85000,Flybridge,Piantoni (IT) power boats,"Used boat,Diesel",1993,16.3,5.08,GRP,Italy,82,Flybridge,,,Used boat,Diesel,50K-150K,16-30 years,Medium,29
1592,85000,Trawler,unspecified,Used boat,2007,9.6,3.7,Steel,Netherlands,81,Trawler,,,Used boat,,50K-150K,6-15 years,Medium,15
1593,85000,Motor Yacht,SAS-Vektor power boats,"Used boat,Diesel",2006,10.0,2.0,GRP,Croatia,112,Motor Yacht,,,Used boat,Diesel,50K-150K,6-15 years,More than avergae,16
1594,85000,Fishing Boat,Albemarle power boats,"Used boat,Diesel",2002,9.81,8.99,GRP,Italy,107,Fishing Boat,,,Used boat,Diesel,50K-150K,16-30 years,Medium,20
1595,85000,Trawler,Haines power boats,"Used boat,Diesel",2000,10.6,3.66,PVC,France,57,Trawler,,,Used boat,Diesel,50K-150K,16-30 years,Low,22
1596,85000,Pilothouse,B̩n̩teau power boats,"Used boat,Diesel",2009,9.95,3.42,unspecified,France,75,Pilothouse,,,Used boat,Diesel,50K-150K,6-15 years,Medium,13
1597,85000,Motor Yacht,Sagemar power boats,Used boat,2004,11.9,3.9,GRP,Italy,162,Motor Yacht,,,Used boat,,50K-150K,16-30 years,More than avergae,18
1598,85000,Motor Yacht,Sealine power boats,"Used boat,Diesel",2002,10.5,3.35,GRP,Italy,50,Motor Yacht,,,Used boat,Diesel,50K-150K,16-30 years,Low,20
1599,87000,Launch,Makma power boats,Used boat,2008,10.5,3.35,GRP,Netherlands,105,Launch,,,Used boat,,50K-150K,6-15 years,Medium,14
1600,86990,Sport Boat,B̩n̩teau power boats,new boat from stock,2020,9.0,2.94,GRP,France,106,Sport Boat,,,new boat from stock,,50K-150K,0-5 years,Medium,2
1601,86990,Pilothouse,B̩n̩teau power boats,"new boat from stock,Unleaded",2019,6.98,2.98,PVC,Spain,69,Pilothouse,,,new boat from stock,Unleaded,50K-150K,0-5 years,Low,3
1602,86900,Cabin Boat,Viper power boats,"new boat from stock,Unleaded",0,8.1,2.55,GRP,Germany,85,Cabin Boat,,,new boat from stock,Unleaded,50K-150K,0-5 years,Medium,0
1603,86900,Pilothouse,B̩n̩teau power boats,"new boat from stock,Unleaded",2019,8.03,2.82,PVC,France,47,Pilothouse,,,new boat from stock,Unleaded,50K-150K,0-5 years,Low,3
1604,86790,Sport Boat,Regal power boats,"new boat from stock,Unleaded",2020,6.8,2.5,GRP,Germany,143,Sport Boat,,,new boat from stock,Unleaded,50K-150K,0-5 years,More than avergae,2
1605,89936,Motor Yacht,B̩n̩teau power boats,"Used boat,Diesel",2008,9.95,3.42,PVC,United Kingdom,67,Motor Yacht,,,Used boat,Diesel,50K-150K,6-15 years,Low,14
1606,86590,Bowrider,Buster power boats,"new boat from stock,Unleaded",0,7.7,2.5,Aluminium,Germany,94,Bowrider,,,new boat from stock,Unleaded,50K-150K,0-5 years,Medium,0
1607,86500,Water ski,Nautique power boats,"new boat on order,Unleaded",2020,6.65,2.41,GRP,Germany,123,Water ski,,,new boat on order,Unleaded,50K-150K,0-5 years,More than avergae,2
1608,86449,Motor Yacht,Parker power boats,"new boat from stock,Unleaded",2019,8.3,2.8,GRP,Germany,138,Motor Yacht,,,new boat from stock,Unleaded,50K-150K,0-5 years,More than avergae,3
1609,96450,Pilothouse,Bayliner power boats,"new boat from stock,Unleaded",2020,7.49,2.55,GRP,Switzerland,327,Pilothouse,,,new boat from stock,Unleaded,50K-150K,0-5 years,Good,2
1610,95716,"Classic,Runabout",Boesch power boats,"Used boat,Unleaded",2007,5.99,2.18,Wood,Switzerland,230,Classic,Runabout,,Used boat,Unleaded,50K-150K,6-15 years,Good,15
1611,95716,Sport Boat,Chris Craft power boats,"Used boat,Unleaded",2006,9.0,3.05,GRP,Switzerland,485,Sport Boat,,,Used boat,Unleaded,50K-150K,6-15 years,Good,16
1612,96233,Sport Boat,Salpa power boats,"new boat on order,Unleaded",2020,7.65,2.54,GRP,Switzerland,256,Sport Boat,,,new boat on order,Unleaded,50K-150K,0-5 years,Good,2
1613,96233,Bowrider,Tullio Abbate power boats,"new boat from stock,Unleaded",2019,2.36,7.55,GRP,Switzerland,220,Bowrider,,,new boat from stock,Unleaded,50K-150K,0-5 years,Good,3
1614,96233,Sport Boat,Salpa power boats,new boat from stock,2018,7.6,2.53,GRP,Switzerland,197,Sport Boat,,,new boat from stock,,50K-150K,0-5 years,Good,4
1615,88900,Flybridge,B̩n̩teau power boats,"Used boat,Diesel",2004,10.0,3.0,GRP,Croatia,111,Flybridge,,,Used boat,Diesel,50K-150K,16-30 years,Medium,18
1616,99337,Runabout,Ganz Boats power boats,"Display Model,Unleaded",2019,6.8,2.35,GRP,Switzerland,173,Runabout,,,Display Model,Unleaded,50K-150K,0-5 years,More than avergae,3
1617,99337,"Classic,Sport Boat",Frauscher power boats,Used boat,2010,7.57,2.25,GRP,Switzerland,369,Classic,Sport Boat,,Used boat,,50K-150K,6-15 years,Good,12
1618,99337,Sport Boat,Windy power boats,"Used boat,Diesel",2003,8.42,2.62,GRP,Switzerland,457,Sport Boat,,,Used boat,Diesel,50K-150K,16-30 years,Good,19
1619,99337,Sport Boat,Windy power boats,"Used boat,Unleaded",2002,9.39,2.95,GRP,Switzerland,383,Sport Boat,,,Used boat,Unleaded,50K-150K,16-30 years,Good,20
1620,88750,Motor Yacht,Amer power boats,Used boat,2010,8.7,2.5,GRP,Netherlands,108,Motor Yacht,,,Used boat,,50K-150K,6-15 years,Medium,12
1621,99275,Pilothouse,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2019,6.99,2.72,GRP,Switzerland,191,Pilothouse,,,new boat from stock,Unleaded,50K-150K,0-5 years,Good,3
1622,88700,House Boat,unspecified,"new boat from stock,Unleaded",0,9.0,3.0,unspecified,Germany,115,House Boat,,,new boat from stock,Unleaded,50K-150K,0-5 years,More than avergae,0
1623,88658,Sport Boat,Sessa power boats,"new boat from stock,Unleaded",2019,7.67,2.43,GRP,Switzerland,193,Sport Boat,,,new boat from stock,Unleaded,50K-150K,0-5 years,Good,3
1624,98302,Motor Yacht,Four Winns power boats,"Used boat,Unleaded",2003,9.5,3.2,GRP,Switzerland,471,Motor Yacht,,,Used boat,Unleaded,50K-150K,16-30 years,Good,19
1625,98302,Motor Yacht,Windy power boats,"Used boat,Unleaded",1994,9.9,3.45,GRP,Switzerland,1319,Motor Yacht,,,Used boat,Unleaded,50K-150K,16-30 years,Best,28
1626,88500,Sport Boat,MasterCraft power boats,"new boat from stock,Unleaded",0,6.09,2.49,GRP,Germany,175,Sport Boat,,,new boat from stock,Unleaded,50K-150K,0-5 years,More than avergae,0
1627,98820,Motor Yacht,Glastron power boats,"Used boat,Unleaded",2016,7.67,2.55,GRP,Switzerland,711,Motor Yacht,,,Used boat,Unleaded,50K-150K,0-5 years,Good,6
1628,98620,Sport Boat,Four Winns power boats,new boat from stock,2019,6.58,2.55,GRP,Switzerland,199,Sport Boat,,,new boat from stock,,50K-150K,0-5 years,Good,3
1629,88000,Motor Yacht,Rio power boats,"Used boat,Diesel",1996,14.27,4.25,GRP,Italy,103,Motor Yacht,,,Used boat,Diesel,50K-150K,16-30 years,Medium,26
1630,88000,Pilothouse,B̩n̩teau power boats,"new boat from stock,Diesel",2010,8.36,2.95,PVC,Cyprus,124,Pilothouse,,,new boat from stock,Diesel,50K-150K,6-15 years,More than avergae,12
1631,89000,Trawler,unspecified,"Used boat,Diesel",1982,11.2,3.6,GRP,Italy,86,Trawler,,,Used boat,Diesel,50K-150K,31-50 years,Medium,40
1632,89000,Motor Yacht,Quicksilver power boats,"new boat from stock,Unleaded",0,8.91,2.98,unspecified,Germany,108,Motor Yacht,,,new boat from stock,Unleaded,50K-150K,0-5 years,Medium,0
1633,89000,Motor Yacht,Sunseeker power boats,Used boat,1991,13.1,3.3,unspecified,Spain,199,Motor Yacht,,,Used boat,,50K-150K,16-30 years,Good,31
1634,89000,Trawler,unspecified,Used boat,1965,26.0,6.0,Steel,Netherlands,137,Trawler,,,Used boat,,50K-150K,51-100 years,More than avergae,57
1635,89000,Hardtop,Bavaria power boats,"Used boat,Unleaded",2008,10.45,3.45,unspecified,Italy,229,Hardtop,,,Used boat,Unleaded,50K-150K,6-15 years,Good,14
1636,89000,Pilothouse,Rhea power boats,"Used boat,Diesel",2004,10.25,3.5,PVC,France,145,Pilothouse,,,Used boat,Diesel,50K-150K,16-30 years,More than avergae,18
1637,89000,Hardtop,Neptunus Yachts power boats,"Used boat,Diesel",2001,12.3,3.78,unspecified,Spain,53,Hardtop,,,Used boat,Diesel,50K-150K,16-30 years,Low,21
1638,89000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1993,12.0,3.0,GRP,Croatia,80,Motor Yacht,,,Used boat,Diesel,50K-150K,16-30 years,Medium,29
1639,89000,Motor Yacht,Pikmeerkruiser power boats,"Used boat,Diesel",1991,12.5,4.0,Steel,Netherlands,122,Motor Yacht,,,Used boat,Diesel,50K-150K,16-30 years,More than avergae,31
1640,89000,Sport Boat,Cobalt power boats,"Used boat,Unleaded",2006,10.78,2.9,GRP,Croatia,57,Sport Boat,,,Used boat,Unleaded,50K-150K,6-15 years,Low,16
1641,89000,Flybridge,Dellapasqua power boats,"Used boat,Diesel",2003,11.3,3.5,GRP,Italy,63,Flybridge,,,Used boat,Diesel,50K-150K,16-30 years,Low,19
1642,89000,Sport Boat,B̩n̩teau power boats,"Used boat,Diesel",2016,7.98,2.94,unspecified,Spain,28,Sport Boat,,,Used boat,Diesel,50K-150K,0-5 years,Low,6
1643,89000,Trawler,Vacance power boats,Used boat,1998,11.2,3.6,Steel,Netherlands,65,Trawler,,,Used boat,,50K-150K,16-30 years,Low,24
1644,89000,Motor Yacht,unspecified,"Used boat,Diesel",1981,14.5,4.3,GRP,Spain,78,Motor Yacht,,,Used boat,Diesel,50K-150K,31-50 years,Medium,41
1645,89000,Pilothouse,Aquador power boats,Used boat,2009,8.8,3.1,GRP,Netherlands,135,Pilothouse,,,Used boat,,50K-150K,6-15 years,More than avergae,13
1646,89000,Flybridge,Sciallino power boats,"Used boat,Diesel",2003,10.61,3.3,GRP,Italy,124,Flybridge,,,Used boat,Diesel,50K-150K,16-30 years,More than avergae,19
1647,89900,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2007,12.0,3.0,GRP,Croatia,186,Motor Yacht,,,Used boat,Diesel,50K-150K,6-15 years,Good,15
1648,89900,Motor Yacht,Bavaria power boats,new boat from stock,2018,8.76,2.99,unspecified,Italy,296,Motor Yacht,,,new boat from stock,,50K-150K,0-5 years,Good,4
1649,89900,Classic,Super van Craft power boats,"Used boat,Diesel",1974,11.55,3.5,Steel,Netherlands,93,Classic,,,Used boat,Diesel,50K-150K,31-50 years,Medium,48
1650,89900,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2001,12.5,3.5,GRP,Netherlands,232,Motor Yacht,,,Used boat,Diesel,50K-150K,16-30 years,Good,21
1651,89900,Sport Boat,Chris Craft power boats,Used boat,2014,8.13,2.6,unspecified,Croatia,220,Sport Boat,,,Used boat,,50K-150K,6-15 years,Good,8
1652,89900,Bowrider,Cobalt power boats,"new boat from stock,Unleaded",2020,6.96,2.59,GRP,Germany,87,Bowrider,,,new boat from stock,Unleaded,50K-150K,0-5 years,Medium,2
1653,89900,Hardtop,Bavaria power boats,"Used boat,Unleaded",2007,10.2,3.2,GRP,Germany,222,Hardtop,,,Used boat,Unleaded,50K-150K,6-15 years,Good,15
1655,89900,Flybridge,Neptunus power boats,"Used boat,Diesel",1990,13.8,4.4,PVC,Netherlands,156,Flybridge,,,Used boat,Diesel,50K-150K,31-50 years,More than avergae,32
1656,89650,Sport Boat,Sea Ray power boats,"new boat from stock,Unleaded",2019,7.2,2.55,GRP,Austria,77,Sport Boat,,,new boat from stock,Unleaded,50K-150K,0-5 years,Medium,3
1657,89650,Pilothouse,Stickl power boats,"new boat from stock,Electric",2020,7.3,2.3,GRP,Germany,104,Pilothouse,,,new boat from stock,Electric,50K-150K,0-5 years,Medium,2
1658,100269,Sport Boat,Monterey power boats,"new boat from stock,Unleaded",2017,7.04,2.6,GRP,Switzerland,77,Sport Boat,,,new boat from stock,Unleaded,50K-150K,0-5 years,Medium,5
1659,100269,Wakeboard/Wakesurf,Centurion power boats,"Used boat,Unleaded",2018,6.4,2.59,GRP,Switzerland,316,Wakeboard/Wakesurf,,,Used boat,Unleaded,50K-150K,0-5 years,Good,4
1660,100223,Sport Boat,Regal power boats,"new boat from stock,Unleaded",2021,6.25,2.5,GRP,Switzerland,218,Sport Boat,,,new boat from stock,Unleaded,50K-150K,0-5 years,Good,1
1661,89500,Trawler,unspecified,"Used boat,Diesel",1995,14.0,4.0,Steel,Netherlands,92,Trawler,,,Used boat,Diesel,50K-150K,16-30 years,Medium,27
1662,89500,House Boat,unspecified,"Used boat,Diesel",1913,18.55,3.67,Steel,Netherlands,96,House Boat,,,Used boat,Diesel,50K-150K,101+ years,Medium,109
1663,102442,Pilothouse,Bella power boats,"new boat from stock,Unleaded",2019,6.65,2.6,GRP,Switzerland,163,Pilothouse,,,new boat from stock,Unleaded,50K-150K,0-5 years,More than avergae,3
1664,91415,Pilothouse,Rhea power boats,new boat from stock,0,7.3,3.0,GRP,Netherlands,137,Pilothouse,,,new boat from stock,,50K-150K,0-5 years,More than avergae,0
1665,101407,"Classic,Pontoon Boat",Giudecca power boats,"Used boat,Unleaded",1993,7.56,2.31,GRP,Switzerland,164,Classic,Pontoon Boat,,Used boat,Unleaded,50K-150K,16-30 years,More than avergae,29
1666,101407,"Classic,Pontoon Boat,Trawler",Giudecca power boats,"Used boat,Unleaded",1993,7.56,2.0,GRP,Switzerland,282,Classic,Pontoon Boat,Trawler,Used boat,Unleaded,50K-150K,16-30 years,Good,29
1667,91200,House Boat,unspecified,new boat from stock,2020,9.96,3.46,Aluminium,Lithuania,91,House Boat,,,new boat from stock,,50K-150K,0-5 years,Medium,2
1668,101924,Trawler,De Boarnstream power boats,"Used boat,Diesel",1991,9.4,3.4,Steel,Switzerland,200,Trawler,,,Used boat,Diesel,50K-150K,16-30 years,Good,31
1669,90900,Cabin Boat,Grandezza power boats,"new boat on order,Unleaded",2020,7.56,2.59,unspecified,Germany,87,Cabin Boat,,,new boat on order,Unleaded,50K-150K,0-5 years,Medium,2
1670,90750,House Boat,unspecified,Used boat,2020,11.0,4.2,unspecified,Netherlands,229,House Boat,,,Used boat,,50K-150K,0-5 years,Good,2
1671,90750,House Boat,unspecified,new boat from stock,0,11.0,4.2,unspecified,Netherlands,66,House Boat,,,new boat from stock,,50K-150K,0-5 years,Low,0
1672,101200,Wakeboard/Wakesurf,Moomba power boats,"Display Model,Unleaded",2020,6.53,2.59,GRP,Switzerland,267,Wakeboard/Wakesurf,,,Display Model,Unleaded,50K-150K,0-5 years,Good,2
1673,90282,Sport Boat,Cranchi power boats,"new boat from stock,Unleaded",2019,7.8,2.49,PVC,Portugal,180,Sport Boat,,,new boat from stock,Unleaded,50K-150K,0-5 years,Good,3
1674,90000,Motor Yacht,Glacer power boats,Used boat,1989,13.98,4.12,Steel,Netherlands,55,Motor Yacht,,,Used boat,,50K-150K,31-50 years,Low,33
1675,90000,Hardtop,Four Winns power boats,"Used boat,Unleaded",2008,10.67,3.0,GRP,Italy,68,Hardtop,,,Used boat,Unleaded,50K-150K,6-15 years,Low,14
1676,90000,Sport Boat,unspecified,"Used boat,Diesel",2003,9.4,3.43,unspecified,Italy,86,Sport Boat,,,Used boat,Diesel,50K-150K,16-30 years,Medium,19
1677,90000,Motor Yacht,Itama power boats,Used boat,1987,12.48,3.95,unspecified,Italy,91,Motor Yacht,,,Used boat,,50K-150K,31-50 years,Medium,35
1678,90000,Motor Yacht,Cranchi power boats,Used boat,1998,10.6,3.6,GRP,Netherlands,94,Motor Yacht,,,Used boat,,50K-150K,16-30 years,Medium,24
1679,95000,"Sport Boat,Wakeboard/Wakesurf,Water ski",Tony Giugliano power boats,"Used boat,Unleaded",2011,8.25,2.56,GRP,Germany,801,Sport Boat,Wakeboard/Wakesurf,Water ski,Used boat,Unleaded,50K-150K,6-15 years,Good,11
1680,94900,Motor Yacht,Jeanneau power boats,"Used boat,Unleaded",2017,8.72,2.99,GRP,Spain,107,Motor Yacht,,,Used boat,Unleaded,50K-150K,0-5 years,Medium,5
1681,94900,Flybridge,Jeanneau power boats,"Used boat,Diesel",2011,10.22,3.33,PVC,France,50,Flybridge,,,Used boat,Diesel,50K-150K,6-15 years,Low,11
1682,94800,Trawler,American Marine power boats,"Used boat,Diesel",1976,12.9,3.8,GRP,Germany,198,Trawler,,,Used boat,Diesel,50K-150K,31-50 years,Good,46
1683,94750,Trawler,Linssen power boats,"Used boat,Diesel",1991,10.3,3.55,Steel,Netherlands,128,Trawler,,,Used boat,Diesel,50K-150K,16-30 years,More than avergae,31
1684,105720,Bowrider,Chaparral power boats,"new boat on order,Unleaded",2021,7.01,2.59,GRP,Switzerland,312,Bowrider,,,new boat on order,Unleaded,50K-150K,0-5 years,Good,1
1685,94500,Motor Yacht,unspecified,Used boat,2001,11.6,3.96,Steel,Netherlands,65,Motor Yacht,,,Used boat,,50K-150K,16-30 years,Low,21
1686,94100,Sport Boat,Sea Ray power boats,"new boat from stock,Unleaded",0,7.89,2.59,GRP,Germany,56,Sport Boat,,,new boat from stock,Unleaded,50K-150K,0-5 years,Low,0
1687,94000,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2007,11.4,3.5,GRP,Croatia,88,Motor Yacht,,,Used boat,Diesel,50K-150K,6-15 years,Medium,15
1688,94000,Motor Yacht,Pro-Line power boats,"Used boat,Unleaded",2008,10.82,3.81,GRP,Croatia,39,Motor Yacht,,,Used boat,Unleaded,50K-150K,6-15 years,Low,14
1689,94000,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2003,11.95,3.5,GRP,Germany,128,Motor Yacht,,,Used boat,Diesel,50K-150K,16-30 years,More than avergae,19
1690,94000,Motor Yacht,Linssen power boats,"Used boat,Diesel",1993,11.5,3.6,Steel,Germany,150,Motor Yacht,,,Used boat,Diesel,50K-150K,16-30 years,More than avergae,29
1691,93952,Motor Yacht,unspecified,Used boat,2015,12.0,3.4,unspecified,Denmark,193,Motor Yacht,,,Used boat,,50K-150K,6-15 years,Good,7
1692,93900,Motor Yacht,Bavaria power boats,new boat from stock,2018,8.5,2.99,unspecified,Italy,136,Motor Yacht,,,new boat from stock,,50K-150K,0-5 years,More than avergae,4
1693,95000,Flybridge,Rodman power boats,"Used boat,Diesel",2010,9.5,3.25,GRP,Portugal,63,Flybridge,,,Used boat,Diesel,50K-150K,6-15 years,Low,12
1694,95000,Offshore Boat,Pursuit power boats,"Used boat,Unleaded",2005,11.0,2.9,unspecified,Italy,61,Offshore Boat,,,Used boat,Unleaded,50K-150K,16-30 years,Low,17
1695,95000,Sport Boat,Conam power boats,"Used boat,Diesel",2000,11.98,3.5,GRP,Italy,76,Sport Boat,,,Used boat,Diesel,50K-150K,16-30 years,Medium,22
1696,95000,Motor Yacht,Platinum power boats,"Used boat,Diesel",2006,12.3,3.8,unspecified,Italy,145,Motor Yacht,,,Used boat,Diesel,50K-150K,6-15 years,More than avergae,16
1697,95000,Flybridge,Uniesse power boats,"Used boat,Diesel",1997,14.0,4.6,unspecified,Italy,126,Flybridge,,,Used boat,Diesel,50K-150K,16-30 years,More than avergae,25
1698,95000,Motor Yacht,Rodman power boats,"Used boat,Diesel",2006,11.2,3.54,GRP,Spain,56,Motor Yacht,,,Used boat,Diesel,50K-150K,6-15 years,Low,16
1699,95000,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2006,11.4,3.5,GRP,Croatia,109,Motor Yacht,,,Used boat,Diesel,50K-150K,6-15 years,Medium,16
1700,95000,Motor Yacht,Four Winns power boats,"Used boat,Unleaded",2009,10.05,3.27,GRP,Croatia,92,Motor Yacht,,,Used boat,Unleaded,50K-150K,6-15 years,Medium,13
1701,95000,Sport Boat,Boston Whaler power boats,Used boat,2006,9.7,3.23,unspecified,Italy,57,Sport Boat,,,Used boat,,50K-150K,6-15 years,Low,16
1702,95000,Flybridge,Jeanneau power boats,"Used boat,Diesel",2011,9.9,3.33,unspecified,Italy,59,Flybridge,,,Used boat,Diesel,50K-150K,6-15 years,Low,11
1703,95000,Flybridge,Carnevali power boats,"Used boat,Diesel",2002,12.0,3.75,GRP,Italy,78,Flybridge,,,Used boat,Diesel,50K-150K,16-30 years,Medium,20
1704,95000,Flybridge,B̩n̩teau power boats,"Used boat,Diesel",2010,10.22,3.33,PVC,France,85,Flybridge,,,Used boat,Diesel,50K-150K,6-15 years,Medium,12
1705,95000,Flybridge,Carver power boats,"Used boat,Diesel",1992,10.1,3.92,GRP,Spain,107,Flybridge,,,Used boat,Diesel,50K-150K,16-30 years,Medium,30
1706,95000,Sport Boat,unspecified,"Used boat,Diesel",2009,9.5,3.05,GRP,Italy,43,Sport Boat,,,Used boat,Diesel,50K-150K,6-15 years,Low,13
1707,95000,Motor Yacht,Carver power boats,"Used boat,Diesel",1999,13.41,4.24,GRP,Italy,85,Motor Yacht,,,Used boat,Diesel,50K-150K,16-30 years,Medium,23
1708,95000,Hardtop,Stama power boats,"Used boat,Diesel",2006,11.99,3.6,GRP,Italy,150,Hardtop,,,Used boat,Diesel,50K-150K,6-15 years,More than avergae,16
1709,97733,Bowrider,Glastron power boats,"new boat from stock,Unleaded",2019,8.0,2.54,GRP,Switzerland,273,Bowrider,,,new boat from stock,Unleaded,50K-150K,0-5 years,Good,3
1710,97650,Sport Boat,Cormate power boats,"new boat from stock,Unleaded",2019,7.11,2.27,GRP,Switzerland,227,Sport Boat,,,new boat from stock,Unleaded,50K-150K,0-5 years,Good,3
1711,97631,Cabin Boat,Stingray power boats,"new boat from stock,Unleaded",2019,7.6,2.56,GRP,Germany,258,Cabin Boat,,,new boat from stock,Unleaded,50K-150K,0-5 years,Good,3
1712,97625,Bowrider,Regal power boats,"new boat from stock,Unleaded",2020,7.3,2.5,GRP,Germany,163,Bowrider,,,new boat from stock,Unleaded,50K-150K,0-5 years,More than avergae,2
1713,97500,Motor Yacht,Vri-Jon power boats,Used boat,1997,12.1,3.8,Steel,Netherlands,76,Motor Yacht,,,Used boat,,50K-150K,16-30 years,Medium,25
1714,97500,Trawler,unspecified,Used boat,1994,10.5,3.68,Steel,Netherlands,51,Trawler,,,Used boat,,50K-150K,16-30 years,Low,28
1715,97500,Motor Yacht,Succes power boats,Used boat,2000,10.8,3.65,unspecified,Germany,121,Motor Yacht,,,Used boat,,50K-150K,16-30 years,More than avergae,22
